,Unnamed: 0,Author,Published,Comment,Likes,Dislikes,Article,Keyword,Year,Month,Day,Sentiment
22093,22093,'Carlos Abreu,2013-12-30T21:55:09,deveria ser cassado preso,7,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22095,22095,'Manoel Matos,2013-12-30T21:53:58,cara tall dilma tera ser encangado puchar carro boi sabem eh laia so serve pra trab nada,3,1,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22098,22098,'Michel Amaro,2013-12-30T21:53:37,caso fab considere v regular cara pau impressionante horas gostaria brasil grupo terrorista disposto dar cabo lixo,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22099,22099,'Antonio Brasileiro,2013-12-30T21:53:28,coitadinho t inocente,0,1,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22103,22103,'Cosme Lucena,2013-12-30T21:51:10,claro valor simb lico deveria ser custo avi fretado n r ainda aeronave ficou disposi muitas horas at implantar n sei quantos mil fios cabelo voltar bras lia certas pessoas v entender vender voto d nisso elegem tipo pol tico,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22108,22108,'Patricia Cunha,2013-12-30T21:48:44,enquanto dilma ta salvador comendo caranguejo lagosta camar passeando lancha renan irm familia pt,3,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22110,22110,'Marcus Ribeiro,2013-12-30T21:47:04,cabeleira bem cheia aqui frente pr botar careca desse sacana,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22116,22116,'John Doe,2013-12-30T21:43:31,deveria fazer transplante cerebro pra aproveitar cirurgia,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22117,22117,'Eleitor,2013-12-30T21:43:08,age certeza ser novamente eleito,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22125,22125,'JosÃƒÂ© Williams,2013-12-30T21:38:52,n s pessoa resolve fazer politicagem sustenta nela preciso v rios coniv ncia tal ato volte volte volte repetir ningu m punido algu m duvida disso,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22127,22127,'PAULO RIBEIRO,2013-12-30T21:37:54,deus at ser assim ningu m faz nada,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22130,22130,'Ananias Rodrigues,2013-12-30T21:36:37,pode mo decente casamento marcado ser representada dona prost bulo delegado ser representado dono boca fumo resposta negativa expliquem congresso nacional representando fam lias,2,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22132,22132,'JosÃƒÂ© Costa,2013-12-30T21:36:13,valor simb lico quatro pessoas,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22138,22138,'Junior,2013-12-30T21:31:21,grande patriota cabelos embelezar,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22141,22141,'Adenisio Correia,2013-12-30T21:28:48,verdade povo gosta ruim hoje vc procurar brasil cam ras municipais senado federal honestidade coisa rara encontrar vi va virgem politico brasileiro b bo faz rel gio casca melancia vende dando ano garantia,2,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22153,22153,'Antonio Ferreira,2013-12-30T21:22:25,umas seis viagens gramado ta pronta pra copa,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22173,22173,'Antonio Ferreira,2013-12-30T21:06:24,poderia ter procurado ajuda assuntos peruques brasilia tiririca sa ria conta,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22174,22174,'Pepeu,2013-12-30T21:06:17,ainda t careca ficaria melhor fizesse tattoo capilar simulando fio cabelo hora,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22183,22183,'Adenisio Correia,2013-12-30T21:04:26,povo n besta senador sr devia dar bom ex sr presidente senado faz assim imagina outros bom ser eleito povo inganar povo ainda usar dinheiro deste povo pagar erros bom ser politico pais,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22184,22184,'Samuel Cruz,2013-12-30T21:02:46,s devolver pronto nao responde nada,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22188,22188,'Edilson Maniezzo,2013-12-30T21:01:54,dilma pa s maravilhas dilma bab ladr es,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22192,22192,'Cidadao Perplexo,2013-12-30T20:57:55,ser pagou,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22193,22193,'Gladimir Lopes,2013-12-30T20:44:37,diz coisa exterminassem senado l inteiro impacto vida principalmente economia,13,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22198,22198,'Edilson Maniezzo,2013-12-30T20:56:02,olha tipo manchete publica brasil,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22199,22199,'Nivaldo SÃƒÂ¡,2013-12-30T20:55:15,pois bem vamos roubar policia pegar devolvemos pertences tudo certo j imaginaram fez garanto familia n vai gostar viver assim ser pagou cirurgia cartao corporate,3,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22202,22202,'Luiz Gustavo,2013-12-30T20:52:55,ser dinheiro saiu bolso,4,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22203,22203,'Luiz Maciel,2013-12-30T20:33:25,agora fez implante cabelo pr xima viagem ser fazer chapinha,4,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22206,22206,'Caio CÃƒÂ©sar,2013-12-30T20:48:42,s queria brasil n corrup todos pol ticos cumprindo deveres corretamente tamb m baixar impostos,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22224,22224,'Edilson Maniezzo,2013-12-30T20:40:51,dilma pa s maravilhas,1,1,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22225,22225,'AdÃƒÂ£o Santos,2013-12-30T20:40:17,ainda gente acha voto obrigat rio legal n votariam nessa politica porca brasileira democracia n ter obriga nenhuma voto fa plebicito honestidade n pesquisa comprada governo blz,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22227,22227,'Rui Barbosa,2013-12-30T20:34:31,mil fab aluga avi fazer trajeto notem avi capacidade passageiros,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22230,22230,'Bertin,2013-12-30T20:15:19,observei alguns coment rios incetivo voto nulo pleno acordo j bem f cil r pido apura j s ter votos petistas n maravilhoso,5,1,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22233,22233,'Leonardo Morais,2013-12-30T20:36:40,cade prova pagou voo caro n sbe comprar internet n sai barato sai ops dinheiro n ops dinheiro devolveu tb n impostos fato,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22237,22237,'Nilton Nunes,2013-12-30T20:34:59,marcos lima partindo deste principio ningu m nunca ser punido devemos sim execramos todos pegos n fiquem orelha p pois pegos tamb m ser execrados,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22238,22238,'Ademar Silva,2013-12-30T20:26:34,renan ajuda pt pt ajuda renan assim funciona entenderam quer desenha,4,1,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22241,22241,'AdÃƒÂ£o Santos,2013-12-30T20:34:12,certeza irregular devia tomar vergonha cara velho roubando pr prio pais povo ladr idade santa paci ncia cara usar aeronave militar pra fazer implante cabelo ser politica vergonha chega ser irreal situa dessa inacreditavel,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22244,22244,'Rui Barbosa,2013-12-30T20:26:47,perfeito coment rio,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22245,22245,'Raphael Carvalho,2013-12-30T20:33:03,perfeito n termo ptralhas n q n ptralhas tom pessoa direitopata q xinga pt baba ovo psdb ambos deveriam sumir planeta junto todos partidos,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22248,22248,'Fernando MacÃƒÂªdo,2013-12-30T20:31:58,ser leve desconfian mil tamb m s dinheiro p blico fim contas povo brasileiro est sendo lesado mesma maneira,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22251,22251,'Celso Ricardo,2013-12-30T20:30:58,salafr rio pilantra est sacanagem deveria ser punido qualquer outro fez coisa errada pego devolve caso n pego tudo bem revoltante,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22268,22268,'Cidadao Perplexo,2013-12-30T20:22:00,ser devolveu algu m viu algum comprovante reportagem omissa sobre importante algu m brasil confia palavra calhorda,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22270,22270,'Rui Barbosa,2013-12-30T20:21:23,lembremos n est l apenas quis pt repente tornou amigo inf ncia troca apoio c mara tutti buonna gente,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22282,22282,'HÃƒÂ©ldon AlcÃƒÂ¢ntara,2013-12-30T20:15:25,r mil j devolvidos anteriormente agora s quase r mil dinheiro proveniente tudo levar crer tratando pol ticos amigos fornecedores breve ser ressarcidos atrav s licita ozinha algo parecido assim funciona,2,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22283,22283,'HÃƒÂ©ldon AlcÃƒÂ¢ntara,2013-12-30T20:16:49,dinheiro n ir sair bolso renan,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22284,22284,'Carlos Carretero,2013-12-30T20:16:48,palha n s r devolvidos v moralizar ato s atitudes pol tico n precisa ser inteligente saber usar avi fab fazer implante errado vergonha imoral procure dicion ria significado palavra honestidade,4,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22306,22306,'Marco Ferreira,2013-12-30T20:07:30,s fazer r pida liga qualquer empreiteiros superfaturam obras p blicas imediatamente m sero valor ser ressarcido cofres p blicos renan deve estar achando gra desse palha ada,5,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22312,22312,'Evaristo Granda,2013-12-30T20:02:56,deveriam usar aeronaves fab pra policiar fronteiras vizinhos fornecedores coca ser conv m,3,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22314,22314,'Pazeamor,2013-12-30T19:57:34,vamos ferrar elei es fazer acontecer reformas politica judiciaria tributaria s assim raio esperan vai poder brilhar nesse brasil,4,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22327,22327,'Antonio Nascimento,2013-12-30T19:48:19,n merece ser chamado presidente senado coisa alguma tranqueira vida criminosinho rua n diferen alguma,2,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22331,22331,'Marcos Franca,2013-12-30T19:27:48,funcion rio p blico comete improbidade administrativa deve ser penalizado advert ncia suspens demiss perda mandato deve levar considera gravidade hist rico funcion rio preju zo er rio logo caberia demiss ser probo honesto qualidade necess ria essencial exerc cio cargo p blico,13,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22333,22333,'Marco,2013-12-30T19:45:08,ano vem todos baga ser eleitos novamente,4,1,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22337,22337,'Marco Cruz,2013-12-30T19:43:09,outra coisa medicina devia desenvolver t cnicas implante honestidade bom trato coisa p blica probidade administrativa,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22341,22341,'Jose Soares,2013-12-30T19:42:00,n poss vel n unzinho menos generalzinho qualquer mandar outros ladr es inferno fechamento imediato congresso liberdade imprensa pensem nisso senhores militares n renan vai sair n s q,2,1,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22343,22343,'Marcelo Aguiar,2013-12-30T19:40:22,super cara pau excremento viajou jato assuntos particulares ainda reclamando valor aqui pra barato valor n paga gasolina custo piloto copiloto maisd tripulacao estadia aeronave cobrada infraero,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22353,22353,'Marco Cruz,2013-12-30T19:33:30,povo brasileiro manteve preso presidencialismo oportunidade mudar n mudou podia ter optado parlamentarismo rito retirar indesej veis bem r pido simples bem verdade cura tend ncia patog nica at vica corrup n sobreviria facilitaria bastante manter longe cen rio pol tico ladr es quais t m bem impresso dna puls incontorn vel apropria ind bita,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22356,22356,'Valdomiro Juchem,2013-12-30T19:33:10,ananias rodrigues justica duas medidas dois pesos sempre existiu br injusticado sai fortes pq ainda maioria nao gosta injustica,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22358,22358,'Ricardo Anjos,2013-12-30T19:23:47,ser aconteceria ditadura,7,1,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22363,22363,'Samuel Sdrovski,2013-12-30T16:11:54,menos pagou livre espont nea vontade bonito parte vamos reconhecer m rito deste senhor enquanto lula t endeusado trupe tupiniquin n devolveu nada roubou pol cia ousou prend lo sim vergonha parab ns renan,9,115,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22370,22370,'Siman Gomes,2013-12-30T19:26:55,queremos ser pais mundo roubos centenas outras acusa oes desde ter responsaveis autorizou apropriou dinheiro corrup sim ir cadeia ser marcado sempre ja aconteceu sarney recebeu vale aluguel ter direito nada aconteceu ai claro governo federal faz todo dia ideli salvate ministro saude cuidado fazendo curso pt ser governador sao paulo cuidado cuidado,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22373,22373,'Jose Siqueira,2013-12-30T19:23:00,alagoas terra pistoleiros matadores aluguel voto jamais vamos livrar desse tipo pol tico renan sarney maluf outros pilantras parece sa s contratar bom pistoleiro alagoano acompanha empreitada,3,2,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22377,22377,'Jose Neves,2013-12-30T19:20:38,armadas est dando exemplo utilidade publica espirito santo minas gerais resgate sobreviventes chuvas alagamentos,0,1,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22385,22385,'Carlos GonÃƒÂ§alves,2013-12-30T19:18:22,cara alguns anos atras envolvido escandalo frigorifico nunca existiu agora ano vem elei vai ser eleito novo brasileiro gosta dessas coisas,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22396,22396,'Luiz Neto,2013-12-30T19:14:55,voc roubar descoberto devolver roubou t tudo certo pensei ocupar cargo ocupa ter honestidade,2,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22402,22402,'Antonio Fernandes,2013-12-30T19:06:43,contumaz viola decoro parlamentar presidente senado demonstra quanto povo deste pa s precisa ultrapassar urgentemente etapas civilidade conscientiza sobre responsabilidade devem ser atribu homens p blicas modo devem ser estabelecidos limites principalmente diz respeito injustific veis remunera es aux lios ajudas verbas gabinete representa regalias benef cios mordomias n corresponderem produ benef cio sociedade pa s n pode desenvolver enquanto parlamentares n conscientizarem,9,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22407,22407,'Gutembergue Carvalho,2013-12-30T19:10:34,homem c ncer estado brasileiro ser q ningu m ainda percebeu fab conivente cmdte aeronautica deve muitas explica es,3,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22413,22413,'Julia Nascimento,2013-12-30T19:04:46,sr jo silva precisando avi fab fazer implante silicone s paulo ser sr pode passar telefone sr renan pedir jatinho fab emprestado caso algu m descubra pago suaves presta es c r d sr jo,1,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
22420,22420,'Tread Mill,2013-12-30T19:03:43,hahahhaah boa hahahhahahahhahahha pronto ja senti vingado pq fiz piada agora ja posso ir assitir novela,0,0,Renan devolve R$ 27 mil ÃƒÂ  UniÃƒÂ£o por voo da FAB para implante capilar,FAB;;;;;;;;;;;;;;;;;',2013,12,30,Positive
