,Unnamed: 0,Author,Published,Comment,Likes,Dislikes,Article,Keyword,Year,Month,Day,Sentiment
8175,8175,'Rubens Freitas, 12 Abr 2013 22:38:54,deste jeito at dedos vai virar ad nis,9,0,Astronauta canadense posta foto de JoÃƒÂ£o Pessoa em rede social,Astronauta;;;;;;;;;;;;;;;;;',2013,4,12,Negative
8176,8176,'Ana Palhares,2013-04-13T00:49:05,pernambucana n posso negar paix jo pessoa linda,9,0,Astronauta canadense posta foto de JoÃƒÂ£o Pessoa em rede social,Astronauta;;;;;;;;;;;;;;;;;',2013,4,13,Negative
8180,8180,'LÃƒÂ©udi Murphy, 12 Abr 2013 23:40:41,n ing nuo burro damos conta disso,0,0,Astronauta canadense posta foto de JoÃƒÂ£o Pessoa em rede social,Astronauta;;;;;;;;;;;;;;;;;',2013,4,12,Negative
8181,8181,'Bavaria Quente, 13 Abr 2013 02:03:50,burro n leia saber escreve errado n considerado burro lingu stica n vou dar aula aqui pense antes postar coment rios desprovidos nexo obrigado,0,0,Astronauta canadense posta foto de JoÃƒÂ£o Pessoa em rede social,Astronauta;;;;;;;;;;;;;;;;;',2013,4,13,Negative
8184,8184,'Paulo Matos,2013-04-12T22:35:57,rio flagrante,0,0,Astronauta canadense posta foto de JoÃƒÂ£o Pessoa em rede social,Astronauta;;;;;;;;;;;;;;;;;',2013,12,4,Negative
8187,8187,'Berro SilÃƒÂªcio,2013-04-13T01:14:56,abismo veja profundeza mar n mente,0,0,Astronauta canadense posta foto de JoÃƒÂ£o Pessoa em rede social,Astronauta;;;;;;;;;;;;;;;;;',2013,4,13,Negative
8188,8188,'Claudio Cavalcanti,2013-04-30T18:53:16,aproximar imagens cabedelo pb veremos cidade continua prefeito intermares buraco s hora cheio lama hora s poeira,0,0,Astronauta canadense posta foto de JoÃƒÂ£o Pessoa em rede social,Astronauta;;;;;;;;;;;;;;;;;',2013,4,30,Negative
8194,8194,'Elderson Cunha,2013-08-01T08:35:13,nascer sol x tortura n crime n,0,0,Astronauta fotografa nascer do Sol visto da ISS,Astronauta;;;;;;;;;;;;;;;;;',2013,1,8,Negative
8199,8199,'Marcio Ribeiro,2015-04-24T15:02:30,n twitter levado caixas caixas playboy,1,1,"Da EstaÃƒÂ§ÃƒÂ£o Espacial, astronauta lanÃƒÂ§a teste de geografia no Twitter",Astronauta;;;;;;;;;;;;;;;;;',2015,4,24,Negative
8215,8215,'Brazilian,2016-02-09T15:28:18,enganadas religiao morte religiao guerra contrario ensino verdadeiro cristianismo perdao amor misericordia renuncia ser servo ser menor assim ser maior humildade imitar valores cristo religiao louca ensina matar impor inves expor enganar trapacear outras atrocidades alcorao triste cheio enganos principios maldade come ando pleo proprio maome louco assasino pedofilo guerrilheiro eh,14,17,"Astronauta, cirurgiÃƒÂ£, policial: Meninas refugiadas sÃƒÂ­rias \'vestem\' seus sonhos profissionais",Astronauta;;;;;;;;;;;;;;;;;',2016,9,2,Negative
8223,8223,'Kazama Tenkai,2016-02-09T19:58:12,outro motivo n existem muitos op es boas escolher op es boas ficam ofuscadas meio multid op es digo democracia total sim falhas principalmente diz respeito compet ncia cargo meritocracia onde imagem vale conhecimento,0,0,"Astronauta, cirurgiÃƒÂ£, policial: Meninas refugiadas sÃƒÂ­rias \'vestem\' seus sonhos profissionais",Astronauta;;;;;;;;;;;;;;;;;',2016,9,2,Negative
8226,8226,'Fabiano Valer,2016-02-09T14:35:43,sempre v u cad femme movimento feminista aceita tranquilamente estranho,9,7,"Astronauta, cirurgiÃƒÂ£, policial: Meninas refugiadas sÃƒÂ­rias \'vestem\' seus sonhos profissionais",Astronauta;;;;;;;;;;;;;;;;;',2016,9,2,Negative
8227,8227,'Kazama Tenkai,2016-02-09T15:06:17,infelizmente ser cultura milenar instalando democracia nestes pa ses pode demorar d cadas liberado ainda confronto ent fotos feitas perspectivas pa ses,3,2,"Astronauta, cirurgiÃƒÂ£, policial: Meninas refugiadas sÃƒÂ­rias \'vestem\' seus sonhos profissionais",Astronauta;;;;;;;;;;;;;;;;;',2016,9,2,Negative
8232,8232,'Toleman Picoli,2016-02-09T14:48:00,rapefugees iria mostrar metendo m bunda mulherada ocidental hehehe,7,2,"Astronauta, cirurgiÃƒÂ£, policial: Meninas refugiadas sÃƒÂ­rias \'vestem\' seus sonhos profissionais",Astronauta;;;;;;;;;;;;;;;;;',2016,9,2,Negative
8234,8234,'Anderson Silva,2016-02-09T14:25:11,engra ado n nenhuma vestida mulher bomba alguma coisa errada,6,6,"Astronauta, cirurgiÃƒÂ£, policial: Meninas refugiadas sÃƒÂ­rias \'vestem\' seus sonhos profissionais",Astronauta;;;;;;;;;;;;;;;;;',2016,9,2,Negative
8245,8245,'Ecce Homo,2016-07-10T15:06:02,credo vergonha brasil cada,8,5,Astronauta brasileiro recebe turistas na sede da Nasa na FlÃƒÂ³rida,Astronauta;;;;;;;;;;;;;;;;;',2016,10,7,Negative
8266,8266,'Regina,2014-05-03T11:22:25,pessoa sai terra vai pro espaco preferi ficar tocando inves d ficar apresiando paisagem pope,2,11,"Do espaÃƒÂ§o, astronauta se une a concerto de estudantes dos EUA",Astronauta;;;;;;;;;;;;;;;;;',2014,3,5,Negative
8267,8267,'Kail VÃƒÂ©rganis,2014-05-03T13:46:26,regina n professor portugu s cometo erros concord ncia vezes escorrego feio pontua frequentemente erro digita entretanto permane termo ora onde opini fica evidente erros aten,1,1,"Do espaÃƒÂ§o, astronauta se une a concerto de estudantes dos EUA",Astronauta;;;;;;;;;;;;;;;;;',2014,3,5,Negative
8270,8270,'Dastreva,2014-05-03T08:17:55,grandes coisas aqui brasil estudantes sabem fazer rol zinho quadradinho duvido japa fazer,18,4,"Do espaÃƒÂ§o, astronauta se une a concerto de estudantes dos EUA",Astronauta;;;;;;;;;;;;;;;;;',2014,3,5,Negative
8271,8271,'Felipe Silva,2014-05-03T08:46:15,disse tudo amigo jovens hoje dia n menor interesse ci ncia tecnologia s coisas movem civiliza pena dessa analfabetos funcionais vivemos,7,0,"Do espaÃƒÂ§o, astronauta se une a concerto de estudantes dos EUA",Astronauta;;;;;;;;;;;;;;;;;',2014,3,5,Negative
8272,8272,'Paulo Borboleta,2013-04-23T08:43:13,besteira quanto dinheiro jogado ci ncia enganadora,2,0,Astronauta mostra como faz fotos da Terra a partir de estaÃƒÂ§ÃƒÂ£o espacial,Astronauta;;;;;;;;;;;;;;;;;',2013,4,23,Negative
8273,8273,'Turbo Jato,2013-04-23T10:49:26,voc analfabeto deve ter votado lula certamente deve ter passado anos luz dist ncia escola,0,1,Astronauta mostra como faz fotos da Terra a partir de estaÃƒÂ§ÃƒÂ£o espacial,Astronauta;;;;;;;;;;;;;;;;;',2013,4,23,Negative
8302,8302,'Elvis Bueno, 20 Jun 2013 08:47:10,nada ver neg cio cura gay s vezes fico pensando implic ncia demais caras porque n ficar todo mundo viver paz boa algum interesse tr s dessas persegui es provavelmente religi antes comecem n gay n entendo pq ficar nessa guerra todo mundo curado n gays ir mudar economicamente politicamente acho acontece parada gay diversas manifesta es pq pessoal d muita audi ncia pra experimenta parar ver perde gra hora cai tudo esquecimento,0,0,Astronauta chinesa dÃƒÂ¡ aula no espaÃƒÂ§o para 60 milhÃƒÂµes de crianÃƒÂ§as,Astronauta;;;;;;;;;;;;;;;;;',2013,6,20,Negative
8304,8304,'Leandro Moraes,2013-06-20T14:13:18,h televis enorme sala aula n h grades janelas aqui j roubado televis pior algum morador bairro roubaria,0,0,Astronauta chinesa dÃƒÂ¡ aula no espaÃƒÂ§o para 60 milhÃƒÂµes de crianÃƒÂ§as,Astronauta;;;;;;;;;;;;;;;;;',2013,6,20,Negative
8309,8309,'Luiz Soares, 20 Jun 2013 13:08:02,troll burro voc escolhe,0,0,Astronauta chinesa dÃƒÂ¡ aula no espaÃƒÂ§o para 60 milhÃƒÂµes de crianÃƒÂ§as,Astronauta;;;;;;;;;;;;;;;;;',2013,6,20,Negative
8312,8312,'Joao Paulo,2013-06-20T09:43:19,parece est p menos v deos nasa nunca astronautas est p sim flutuando sentados farsa,0,0,Astronauta chinesa dÃƒÂ¡ aula no espaÃƒÂ§o para 60 milhÃƒÂµes de crianÃƒÂ§as,Astronauta;;;;;;;;;;;;;;;;;',2013,6,20,Negative
8314,8314,'Ricardo, 20 Jun 2013 13:56:49,kok okil cara cidade chovendo frio metabolismo lento pois sai ontem acordei cedo trocaria agora reino travesseiro portanto racioc nio bem lento n consegui entender post what,0,0,Astronauta chinesa dÃƒÂ¡ aula no espaÃƒÂ§o para 60 milhÃƒÂµes de crianÃƒÂ§as,Astronauta;;;;;;;;;;;;;;;;;',2013,6,20,Negative
8317,8317,'Daniel Oliveira, 20 Jun 2013 13:15:21,enquanto brasil transmiss sonia abra leao lobo vergonha,0,0,Astronauta chinesa dÃƒÂ¡ aula no espaÃƒÂ§o para 60 milhÃƒÂµes de crianÃƒÂ§as,Astronauta;;;;;;;;;;;;;;;;;',2013,6,20,Negative
8321,8321,'Adalto Junior,2013-06-20T11:29:22,pra ver china investe pesado educa b sica enquanto brasil continua atrasado comendo grama povo continua massa manobra classe pol tica,0,0,Astronauta chinesa dÃƒÂ¡ aula no espaÃƒÂ§o para 60 milhÃƒÂµes de crianÃƒÂ§as,Astronauta;;;;;;;;;;;;;;;;;',2013,6,20,Negative
8327,8327,'Cristiano Ferreira,2014-02-11T09:25:51,n criticando pessoas opini es divergentes acho estranho duvidar fato t estabelecido mim soa t estranho quanto algu m nunca voou dizer n acredita homem possa voar avi es noto v rias pessoas quest f deixam acreditar proezas humanas prol vis restritiva espero n caso,2,0,Astronauta japonÃƒÂªs a bordo da ISS registra Lua e atmosfera terrestre,Astronauta;;;;;;;;;;;;;;;;;',2014,11,2,Negative
8333,8333,'Pensador,2014-02-07T08:59:27,tudo mentira homem nunca saiu terra homem nunca lua terra quadrada t escrito b blia sol gira torno terra parem tentar iludir povo,0,7,Astronauta japonÃƒÂªs a bordo da ISS registra Lua e atmosfera terrestre,Astronauta;;;;;;;;;;;;;;;;;',2014,7,2,Negative
8349,8349,'JoÃƒÂ£o Certo,2014-02-06T17:49:58,acha deus n existe n poder busc lo ver diante fim,4,3,Astronauta japonÃƒÂªs a bordo da ISS registra Lua e atmosfera terrestre,Astronauta;;;;;;;;;;;;;;;;;',2014,6,2,Negative
8361,8361,'Mac Namara,2015-06-16T13:16:21,est escrito deus manifesta coisas criadas belezas criadas longe pode ter sido criado plat arist teles dan brown qualquer outro idiota n acredita deus criou maravilhas ent diga nome criou,17,20,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8367,8367,'Joseph,2015-06-16T19:12:16,alisson rodrigues dia voc morrer voc ter pagar contas allah,1,6,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8370,8370,'Marcelo Martins,2015-06-16T13:56:41,rivaldo filho ent vc est sozinho mostra qu burro vc,0,2,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8375,8375,'Cristina Bianca,2015-06-16T07:02:38,nao nada azul mundo q bolso politicos inundados notas tanto desviar verbas publicas pt pp psol mandam quase tudo q roubam pra contas exterior onde pretendem ir morar qnd roubarem suficiente astronautas nao conseguem pegar azul roubalheira,412,122,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8390,8390,'JosÃƒÂ© Silva,2015-06-16T15:43:46,deus existe sim limitada mente jamais ser capaz compreende lo pois n deve explica ningu m animal afastou deus incr vel pare julga inteligente nico fuma bebe droga suicida humilha maltrata rouba mente trai prostitui etc homem veio macaco existe alguma coisa errada pois macaco est perto deus homem,152,62,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8392,8392,'Ekatherine Bonatt,2015-06-17T09:52:19,teoria darwin homem n veio macaco sim homem ancestral comum macaco,0,0,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,17,Negative
8393,8393,'Ivan Corbacho,2015-06-16T22:06:05,sudeste brasil foto estaria toda preta cor fezes,25,11,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8397,8397,'Thiago Pikisius,2015-06-16T21:41:35,voc caracteres pra fazer acreditar tudo surgiu partir massa tamanho cabe alfinete teoria n fato ci ncia apenas confirma exist ncia deus,2,1,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8399,8399,'Rodrigo Gomes,2015-06-16T21:07:19,dois lugares vermelhos mundo inferno cio pt,65,9,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8400,8400,'JoÃƒÂ£o Almeida,2015-06-16T21:17:21,deixei feijao fogo queimou culpa pt afinal qualquer materia sobre qualquer assunto ter comentarios politicos,0,2,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8401,8401,'Sergio Pg,2015-06-16T21:50:09,kkkk inferno ainda recebe algumas pessoas inteligentes ja kmicio pt putssss,4,0,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8415,8415,'Cupim,2015-06-16T15:55:33,deus existe sim ali s mandou recado illuminati n perde tempo caras boa at acho chatos,14,18,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8417,8417,'Andre Vanni,2015-06-16T16:28:39,deus sabe tudo amigo inclusive coisas ruins aconteceriam pessoas boas digo pior ainda vir deixou tudo acontecesse mostrar poder dia volta jesus caso queira entender leia livro j biblia vai entender porque mau existe obs n evang lico t pouco considero cat lico sendo batizado estudo biblia mudei modo viver caso n queira estudar inteira menos leia livro j veja deus deixou diabo acabar vida apenas mostrar deus todo poderoso,7,1,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8419,8419,'Cupim,2015-06-16T17:35:20,deus j deve estar saco cheio cacete,6,9,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8421,8421,'Sebastian,2015-06-16T15:12:02,ent va morrar rua desfa todas coisas j voce danificando perfei fera turn down what,3,0,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8423,8423,'Geraldo Silva,2015-06-16T17:16:21,respondendo algumas quest es sim deus existe criou terra tudo nela h criou tamb m imenso universo planetas gal xia demais gal xias n podemos alcan ar existem sim mundos habitados criados deus semelhan s n pecado ali pecado somente aqui nesta terra onde ad eva transgrediu desobedeceu leis deus agora tornamos mortais criaturas finitas deus criou n morrermos condi pecadores tornou mortais outros mundos n ca n podem vir at n s,7,13,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8432,8432,'Rei,2015-06-16T15:51:54,tava concentrado vendo azul imagem descer barra rolagem deparo criatura dois olhos cara culos careca pow man q susto,5,2,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8442,8442,'Anderson Alves,2015-06-16T15:15:44,culpa dilma ptralhas,9,8,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8446,8446,'Andre Souza,2015-06-16T15:03:10,sei onde escuro,1,1,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8448,8448,'Alexandre Silva,2015-06-16T14:43:09,unica coisa est errado vc n ter dinheiro simples,3,0,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8464,8464,'Carlos Oliveira,2015-06-16T09:32:00,azul cor melancolia portanto lugar azul mundo arena oas porto alegre,18,34,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8467,8467,'Tereza,2015-06-16T13:03:48,falta fazer,0,9,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8474,8474,'Grazziela Neri,2015-06-16T12:28:32,status procurando desesperadamente imagem jesus victor francisco disse pra ver,7,2,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8477,8477,'Fabio,2015-06-16T12:16:34,abaixo fanatismo religioso toda mat ria leio crentardados querem meter hoje li aqui g menina anos alvo pedrada ap s candombl diz temer morrer est querendo transformar aqui talib voc s veem dem nios tudo nunca vi ateu ser possu dem nio kkkk,54,34,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8480,8480,'Vanessa Duarte,2015-06-16T12:18:57,f compreendemos universo criado interm dio palavra deus pode ser visto produzido partir daquilo n v hebreus acredito nisso voc n acredita irei respeitar cren incomoda faz acreditar fundo vc acredita acredito deus soberano ci ncia n pode negar boas novas pra voc vem comigo d gloria criador disso tudo at voc ateu,14,13,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8488,8488,'Plinio Neto,2015-06-16T11:55:15,nunca vi tanta gente falando besteira quanto aqui,14,3,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8498,8498,'Adalberto Rodrigues,2015-06-16T11:40:55,deus abra isac jac criou tudo apenas dias algu m ainda quer discutir azul pobres miser vel diante,14,20,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8500,8500,'Diego Gauron,2015-06-16T11:37:44,sede v tomar cuo,5,4,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8502,8502,'Lord Vader,2015-06-16T11:32:32,vermelho nada estaria completamente polu cheio terra lado monte militantes s t p i d s gritando volta lula,7,0,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8511,8511,'Ronaldo Lima,2015-06-16T11:23:49,c pia perfeita phil collins,13,0,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8519,8519,'Junior Muniz,2015-06-16T11:15:49,sabem culpa ne culpa dilma nao lago careca cara entao culpa dilma,5,12,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8523,8523,'Gandulfio Oliveira,2015-06-16T11:00:36,enquanto brasil desigualdade social nica coisa poder melhorar pa s greve t cnicos administrativos universidades federais ensino greve governo ai,2,1,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
8535,8535,'Marcelo Campos,2015-06-16T09:36:01,duvido exista algum time futebol brasil camisa rosa disputado segunda divis desafio qualquer responder pois n existe,19,21,Astronauta posta foto de Ã¢â‚¬Ëœlugar mais azul do mundoÃ¢â‚¬â„¢; saiba onde fica,Astronauta;;;;;;;;;;;;;;;;',2015,6,16,Negative
